"name","icono","range","tags","description"
"Comunión con la Naturaleza","adivinacion.png",5,"[Rango 5][Adivinación][Ritual][Diario]","Te conviertes en uno con la naturaleza
durante 1 minuto, y tomas consciencia
de la tierra que hay en un radio de 5 km.
Conoces inmediatamente la localización
del terreno, del agua, de las plantas de la
zona, de los minerales, de las criaturas y
de las edificaciones.
El conjuro no funciona si la zona ha
sido modificada por construcciones
complejas, como mazmorras o ciudades.
"
"Condena","encantamiento.png",1,"[Rango 1][Encantamiento][Concentración]","Puedes condenar hasta a tres criaturas
que puedas ver y que se encuentren a
un máximo de 12 metros de ti. Cada
una de las criaturas afectadas que no
supere una salvación de Voluntad debe
restar el resultado de una tirada de 1d4 a
todas las pruebas de atributo, tiradas de
ataque y salvaciones que realice durante
1 minuto.
<br><br><b>Potenciación</b>. Eliges como objetivo a
una criatura adicional por cada rango
que aumentes.
"
"Confusión","encantamiento.png",4,"[Rango 4][Encantamiento][Concentración]","Escoges un punto a un máximo de 36
metros de ti. Todas las criaturas en un
radio de 4 metros de ese punto deben
superar una salvación de Voluntad o se
verán confundidas y actuarán de forma
incontrolada durante 1 minuto. Una
criatura que no supere la salvación no
puede utilizar reacciones y debe tirar
1d10 al comienzo de cada uno de sus
turnos para determinar su comportamiento en función de la Tabla del
Conjuro Confusión.
La criatura afectada puede repetir la salvación al final de cada uno de sus turnos.
Si la supera, el efecto en ella finaliza. <br><br><b>Potenciación</b>. Amplías el radio de
la esfera 2 metros por cada rango que
aumentes.
"
"Conjurar Ánima Feral","conjuracion.png",6,"[Rango 6][Conjuración][Concentración]","Invocas junto a ti a un ánima feral de un
nivel igual o inferior a 7, que desaparece
tras 1 hora o al descender a 0 PG.
Durante este tiempo puedes dar órdenes
verbales a la criatura sin necesidad de
gastar acción alguna. Si se rompe tu
concentración, la criatura no desaparece, sino que pierdes el control que tenías
sobre ella y os ataca a ti y a tus aliados.
<br><br><b>Potenciación</b>. Incrementas un nivel de
el ánima por cada rango que aumentes.
"
"Conjurar Animales","conjuracion.png",3,"[Rango 3][Conjuración][Concentración]","Convocas criaturas con las clave [Feérico]
que aparecen en un lugar visible a un
máximo de 24 metros de ti. Puedes invocar una criatura de nivel 3 o dos criaturas
TABLA DEL CONJURO
CONFUSIÓN
d10 Comportamiento
1 La criatura usa todo su movimiento
para ir en una dirección aleatoria y
no puede realizar ninguna acción
en su turno. Para determinar en
qué dirección se mueve, tira 1d8 y
asigna cada dirección a la cara del
dado.
2-6 La criatura no se mueve ni puede
actuar este turno.
7-8 La criatura usa su acción para atacar
cuerpo a cuerpo contra una criatura
determinada aleatoriamente que
esté a su alcance. Si no hay ninguna
criatura a menos de 2 metros, no
hace nada en este turno.
9-10 La criatura puede actuar y moverse
de forma normal.
de nivel 2. Estas criaturas serán iguales a
las criaturas de tipo [Bestia] que escojas
y desaparecerán cuando alcancen los 0
PG o tras 1 hora.
Las criaturas invocadas obedecen cualquier orden verbal que les mandes, para
la cual no necesitas emplear ningún tipo
de acción.
<br><br><b>Potenciación</b>. Añades una criatura de
nivel 3 o dos criaturas de nivel 2 por cada
dos rangos de conjuros que aumentes.
"
"Conjurar Celestial","conjuracion.png",7,"[Rango 7][Conjuración][Concentración][Diario]","Invocas junto a ti a ser celestial de un
nivel igual o inferior a 5, que desaparece
tras 1 hora o al descender a 0 PG.
Durante este tiempo puedes dar
órdenes verbales a la criatura sin necesidad de gastar acción alguna, y esta
las cumplirá salvo que sea un acto de
naturaleza maligna.
<br><br><b>Potenciación</b>. Si lanzas este conjuro
usando un Rango 9, la criatura puede ser
de un nivel igual o inferior a 6.
"
"Conjurar Criaturas del Bosque","conjuracion.png",4,"[Rango 4][Conjuración][Concentración]","Convocas criaturas feéricas que aparecen en un lugar visible a un máximo
de 24 metros de ti. Puedes invocar una
criatura de nivel 3 o dos criaturas de
nivel 2. Estas criaturas serán iguales a
las criaturas de tipo [Feérico] que escojas
y desaparecerán cuando alcancen los 0
PG o tras 1 hora.
Las criaturas invocadas obedecen cualquier orden verbal que les mandes, para
la cual no necesitas emplear ningún tipo
de acción.
<br><br><b>Potenciación</b>. Añades una criatura de
nivel 3 o dos criaturas de nivel 2 por cada
dos rangos de conjuros que aumentes.
"
"Conjurar Elemental","conjuracion.png",5,"[Rango 5][Conjuración][Concentración]","Elige una zona de 4 metros de diámetro a
un máximo de 36 metros de ti, que tenga
aire, tierra, fuego o agua. De la zona surge un elemental del elemento apropiado
y de nivel 6 o inferior, que desaparece
tras 1 hora o al descender a 0 PG.
Durante este tiempo podrás dar órdenes
verbales a la criatura sin necesidad de
gastar acción alguna. Si se rompe tu
concentración, la criatura no desaparece,
sino que pierdes el control que tenías sobre ella y esta os ataca a ti y a tus aliados.
<br><br><b>Potenciación</b>. Incrementas un nivel del
elemental por cada rango que aumentes.
"
"Conjurar Elementales Menores","conjuracion.png",4,"[Rango 4][Conjuración][Concentración]","Meditas durante 1 minuto y convocas
una criatura de nivel 3 o dos criaturas
de nivel 2. Estas criaturas tienen la clave
[Elemental], aparecen en un lugar visible
a un máximo de 24 metros de ti y desaparecerán cuando alcancen los 0 PG o tras 1 hora.
Las criaturas invocadas obedecen cualquier orden verbal que les mandes, para
la cual no necesitas emplear ningún tipo de acción.
<br><br><b>Potenciación</b>. Añades una criatura de
nivel 3 o dos criaturas de nivel 2 por cada
dos rangos de conjuros que aumentes.
"
"Cono de Frío","evocacion.png",5,"[Rango 5][Evocación]","Creas una estallido de frío intenso en un
cono de 24 metros. Cada criatura en el
área sufre 8d8 puntos de daño de escarcha, o la mitad si supera una salvación de
Fortaleza. Si una criatura muere a causa
de este daño queda convertida en una
estatua de hielo hasta fundirse.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8
por cada rango que aumentes.
"
"Contacto con Otro Mundo","adivinacion.png",5,"[Rango 5][Adivinación][Ritual][Diario]","Meditas durante 1 minuto y contactas
mentalmente con alguna misteriosa
entidad de otro mundo. Debes superar
una salvación de Voluntad a CD 15 o
sufres 6d6 puntos de daño psíquico y
enloqueces hasta hacer un descanso o
hasta que lancen sobre ti un conjuro de
Restablecimiento Mayor. Mientras estás
enloquecido no puedes llevar a cabo
acciones, no puedes entender lo que
otras criaturas dicen, no puedes leer:
solo puedes decir galimatías.
Si superas la salvación tienes 1 minuto
para hacer 5 preguntas a la entidad
contactada. El Árbitro responderá
cada pregunta con palabras como: “sí”,
“no”, “puede”, “nunca”, “irrelevante” o
“confuso”, salvo que considere que sus
palabras pueden ser malinterpretadas, en
cuyo caso responde con una frase corta.
"
"Contacto Electrizante","evocacion.png",0,"[A Voluntad][Evocación]","Tocas una criatura y le provocas una
descarga eléctrica. Realiza un ataque de
conjuro cuerpo a cuerpo en el que obtienes ventaja si el objetivo lleva puesta una
armadura de metal. Si logras impactar,
el objetivo recibe 1d6 puntos de daño
de rayo y no puede emplear reacciones
hasta el comienzo de su próximo turno.
El daño aumenta 1d6 cuando subes al
nivel 3 (2d6), al nivel 6 (3d6) y al nivel 9 (4d6).
"
"Contagio","necromancia.png",5,"[Rango 5][Nigromancia]","Tocas a una criatura y provocas que
enferme. Realiza un ataque de conjuro
cuerpo a cuerpo contra una criatura a
un máximo de 2 metros de ti. En caso
de impactar, la criatura se contagia de
una enfermedad natural de tu elección.
Al final de cada un de sus turnos, el objetivo debe realizar una salvación de
Fortaleza hasta que consiga tres éxitos
o tres fracasos. Si supera tres veces esta
salvación, se librará de la enfermedad,
mientras que si falla tres veces, la
enfermedad permanecerá en su cuerpo
durante 7 días.
• Ceguera. La criatura vuelve sus
ojos blancos, obtiene la clave
[Cegado] y gana desventaja en las
pruebas de atributo de Sabiduría y
salvaciones de Reflejos.
• Carne putrefacta. La carne de la
criatura se pudre, provocándole
desventaja en pruebas de atributo
basadas en Carisma. Además, la
criatura es vulnerable a todos los
tipos de daño.
• Epilepsia. La criatura comienza a
sufrir espasmos y sufre desventaja
en pruebas de atributo de Destreza,
en salvaciones de Reflejos y en tiradas de ataque basadas en Destreza.
• Fiebre porcina. La criatura comienza a tener altas fiebres y sufre
desventaja en pruebas de atributo
de Fuerza, en salvaciones de Fortaleza y en tiradas de ataque basadas
en Fuerza.
• Mente ardiente. La mente de la
criatura se debilita. La criatura sufre
desventaja en pruebas de atributo
de Inteligencia y en salvaciones de
Voluntad, y actúa en el combate
como si estuviera bajo los efectos
del conjuro Confusión.
• Sangría. La criatura comienza a
sangrar de forma incontrolada y
sufre desventaja en pruebas de atributo de Constitución y en salvaciones de Fortaleza. Además, cuando
la criatura sufre daño, queda bajo la
clave [Aturdido] hasta el comienzo
de su siguiente turno.
"
"Contingencia","evocacion.png",6,"[Rango 6][Evocación][Coste 15 pr][Diario]","Empleando 10 minutos de meditación,
puedes escoger un conjuro que puedas
lanzar sobre ti y que tenga rango 5 o
inferior. Lanzas dicho conjuro junto a
Contingencia, gastando el Poder necesario para lanzar ambos conjuros.
El conjuro no tiene efecto inmediatamente, sino que en su lugar debes
establecer qué condición o condiciones
deben cumplirse.
Durante los siguientes 10 días, cuando se
cumplan por primera vez las condiciones que has descrito, el conjuro escogido
se lanza inmediatamente. Este conjuro
solo te puede afectar a ti, aunque en su
descripción también permita que otros
se vean afectados.
"
"Contorno Borroso","",2,"[Rango 2][ilusión][Concentración]","Tu figura se vuelve borrosa y oscilante
a simple vista. Durante 1 minuto,
cualquier criatura que te ataque obtiene
desventaja. Este conjuro no tiene efecto
si la criatura que te ataca no se basa en
la vista para atacar o si está bajo efectos
como Visión Verdadera.
"
"Controlar el Agua","transmutacion.png",4,"[Rango 4][Transmutación][Concentración]","Durante 10 minutos controlas cualquier
agua estancada a un máximo de 20
metros de ti. Cuando lanzas el conjuro
puedes escoger cualquiera de los
siguientes efectos:
• Dividir las aguas. Apartas el
agua para que deje al descubierto
una gran zanja, que se extiende a
través del área del conjuro y el agua
dividida forma murallas a cada
lado de la misma. Este efecto dura
hasta que finaliza el conjuro o hasta
que eliges un efecto diferente. Al terminar, el agua recupera su nivel
original, poco a poco.
• Inundación. Aumentas el nivel
del agua en un área de unos 8
metros. Si el área incluye una
orilla, el agua la inunda, mientras
que si la zona es un gran cuerpo
de agua, creas una enorme ola de
8 metros de altura que recorre la
zona de un lado a otro rompiendo
al final. Este efecto dura hasta
que finaliza el conjuro o hasta que
eliges un nuevo efecto. Al terminar,
el agua recupera su nivel original,
poco a poco.
• Redirigir el cauce. Haces fluir
el agua de forma antinatural en
la dirección que quieras. Este
movimiento sortea cualquier tipo
de obstáculo que encuentre en su
camino, sin embargo, el agua que
sale del área del conjuro pierde el
efecto. El agua continua moviéndose en la dirección que eliges
hasta que el conjuro finaliza o
eliges un efecto diferente.
• Remolino. Si hay una gran masa
de agua cerca, de al menos 6 metros
cuadrados, puedes crear un gran
remolino de un radio de 10 metros
centrado en cualquier punto dentro del área del conjuro. Cualquier
criatura u objeto que se encuentre
en el área del remolino es arrastrado 4 metros hacia el centro. Las
criaturas pueden nadar huyendo
del vórtice superando una prueba
de atributo de Fuerza contra la CD
de tu salvación de conjuros.
Cuando una criatura entra en el vórtice
o comience el turno dentro del mismo,
debe superar una salvación de Fortaleza
o sufrir 2d8 puntos de daño contundente y ser arrastrada 4 metros al interior.
Si supera la salvación tan solo recibirá la
mitad del daño. Una criatura arrastrada
hacia el interior podrá emplear su acción
para realizar una nueva salvación de
Fortaleza en la que tendrá desventaja.
Mientras dure el conjuro puedes emplear una acción para repetir el mismo
efecto o elegir otro distinto.
"
"Controlar el Clima","transmutacion.png",8,"[Rango 8][Transmutación][Concentración]","Tras meditar durante 10 minutos, puedes controlar el clima en un radio de 8
km durante las siguientes 8 horas.
Si no estás bajo cielo abierto, el conjuro
se interrumpe.
Puedes cambiar las precipitaciones, la
temperatura y el viento. El nuevo clima
tarda 1d4x10 minutos en tener efecto. Tras la finalización del conjuro, el clima
vuelve a su estado normal.
Al cambiar las condiciones climáticas
debes buscar la condición actual en la
Tabla del Conjuro Controlar el Clima
e ir cambiando las etapas de una en una,
hacia arriba o hacia abajo.
"
